park_id,Park_name,Year_established,Coordinates
428,King George VI Provincial Park,1937,"51.0333, -125.9000"
429,Kingcome River/Atlatzi Ecological Reserve,1972,"50.9500, -126.1167"
430,Kingfisher Creek Ecological Reserve,1973,"50.5333, -119.1667"
431,Kingfisher Creek Provincial Park,2001,"50.5667, -119.1167"
432,Kiskatinaw Provincial Park,1962,"55.7500, -120.6333"
433,Kiskatinaw River Provincial Park,2001,"55.7833, -120.5000"
434,Kitasoo Spirit Bear Conservancy,2006,"52.7333, -128.5000"
435,Kitimat River Provincial Park,2004,"53.9833, -128.6333"
436,Kitson Island Marine Provincial Park,1993,"54.0833, -130.3667"
437,Kitsumkalum Provincial Park,1947,"54.5000, -128.6667"
438,Kitty Coleman Provincial Park,1944,"49.7833, -124.9500"
439,Kitwanga Mountain Provincial Park,1997,"55.0667, -128.0833"
440,Klanawa River Ecological Reserve,1996,"48.7333, -124.6833"
441,Klaskish River Ecological Reserve,1990,"50.2000, -127.3667"
442,Kleanza Creek Provincial Park,1956,"54.5167, -128.4333"
443,Klewnuggit Conservancy,2008,"53.9667, -129.5000"
444,Klewnuggit Inlet Marine Provincial Park,1993,"53.9333, -129.5000"
445,Klin-se-za Provincial Park,2001,"55.8333, -122.5833"
446,Klua Lakes Protected Area ,2001,"58.8167, -124.6333"
447,Kluskoil Lake Provincial Park,1995,"53.5833, -124.3667"
448,Ashdown Conservancy,2006,"52.8833, -129.6833"
449,Koeye Conservancy,2006,"52.2167, -127.6667"
450,Kokanee Creek Provincial Park,1955,"49.6167, -117.0167"
451,Kokanee Glacier Provincial Park,1922,"49.7500, -117.0000"
452,Koksilah River Provincial Park,1959,"48.7833, -123.7667"
453,Kootenay Lake Provincial Park,1987,"49.7500, -116.9333"
454,Kootz/Khutze Conservancy,2006,"53.1667, -128.6167"
455,Kotcho Lake Ecological Reserve,2000,"58.5167, -122.8333"
456,Kotcho Lake Village Provincial Park,1999,"58.5167, -122.8333"
457,Stephens Island Conservancy,2006,"54.2500, -130.5167"
458,Stagoo Conservancy,2006,"54.2833, -129.9000"
459,Racey Inlet Conservancy,2006,"53.8833, -129.9333"
460,MacDonald Bay Conservancy,2007,"53.9833, -129.8667"
461,Union Lake Conservancy,2008,"54.3333, -129.8667"
462,Kwadacha Wilderness Provincial Park,1973,"57.5833, -124.5833"
463,Kwatna Estuary Conservancy,2008,"51.5667, -127.9167"
464,Twin Two Conservancy,2008,"55.7667, -128.0167"
465,Lac du Bois Grasslands Protected Area ,1996,"50.7833, -120.4000"
466,Lac La Hache Provincial Park,1956,"51.8167, -121.4333"
467,Lac Le Jeune Provincial Park,1956,"50.5667, -120.3667"
468,Lady Douglas-Don Peninsula Conservancy,2007,"54.2167, -132.0167"
469,Lakelse Lake Provincial Park,1956,"54.3667, -128.6167"
470,Lakelse Lake Wetlands Provincial Park,2004,"54.3000, -128.5000"
471,Lanz and Cox Islands Provincial Park,1995,"50.9000, -128.3667"
472,Larcom Lagoon Conservancy,2007,"52.9500, -129.2500"
473,Lasqueti Island Ecological Reserve,1971,"49.4667, -124.2833"
474,John Dean Provincial Park,1921,"48.6500, -123.4833"
475,Lava Forks Provincial Park,2001,"56.9167, -130.0500"
476,Lawn Point Provincial Park,1996,"51.5500, -128.1667"
477,Campania Conservancy,2006,"53.6167, -129.8167"
478,Bonilla Conservancy,2007,"54.5000, -129.6000"
479,Dundas and Melville Islands Conservancy,2008,"54.4167, -130.4167"
480,Fin Conservancy,2006,"53.9500, -130.5500"
481,Lepas Bay Ecological Reserve,1978,"53.5167, -132.6667"
482,Lew Creek Ecological Reserve,1972,"51.6833, -125.3000"
483,Liard River Corridor Provincial Park and Protected Area,1999,"59.4333, -126.1000"
484,Liard River Hot Springs Provincial Park,1957,"59.4211, -126.1033"
485,Lily Pad Lake Ecological Reserve,1971,"50.2667, -124.8667"
486,Little Andrews Bay Marine Provincial Park,1999,"56.6500, -132.3833"
487,Little Qualicum Falls Provincial ParkÊ ,1940,"49.3500, -124.5167"
488,Liumchen Ecological Reserve,1998,"49.0833, -121.9333"
489,Lockhart Beach Provincial Park,1956,"49.5167, -116.8667"
490,Lockhart Creek Provincial Park,1995,"49.5333, -116.8833"
491,Lockhart-Gordon Conservancy,2007,"51.0167, -125.9667"
492,Long Creek Provincial Park,2013,"54.5167, -128.4667"
493,Long Island Conservancy,2008,"53.6167, -128.6167"
494,Loon Lake Provincial Park,1956,"49.5667, -122.4167"
495,Loveland Bay Provincial Park,1989,"50.0833, -125.3167"
496,Lowe Inlet Marine Provincial Park,1993,"53.9500, -129.8833"
497,Lower Nimpkish Provincial Park,1995,"50.4167, -126.0500"
498,Lower Raush Protected Area ,2001,"53.3667, -120.3833"
499,Lower Skeena River Provincial Park,2004,"54.1667, -129.9167"
500,Lower Tsitika River Provincial Park,1995,"50.3833, -126.9333"
501,Lucy Islands Conservancy Area,2008,"54.0667, -130.5333"
502,Mabel Lake Provincial Park,1972,"50.5167, -118.9167"
503,Machmell Conservancy,2007,"51.0833, -126.6667"
504,Mackinnon Esker Ecological Reserve,1972,"53.2167, -122.4667"
505,MacMillan Provincial ParkÊ ,1947,"49.2833, -124.6667"
506,Mahoney Lake Ecological Reserve,1972,"49.3333, -119.6000"
507,Deserters-Walker Conservancy,2006,"52.4500, -128.3667"
508,Main Lake Provincial Park,1996,"50.1833, -125.1333"
509,Malaspina Provincial Park,2001,"50.0333, -124.8833"
510,Mansons Landing Provincial Park,1974,"50.0167, -124.9833"
511,Manzanita Cove Conservancy,2008,"52.7500, -129.9500"
512,Maquinna Marine Provincial Park and Protected AreaÊ ,1955,"49.5833, -126.6167"
513,Mara Meadows Ecological Reserve,1972,"50.6667, -119.0167"
514,Mara Meadows Provincial Park,2008,"50.6667, -119.0167"
515,Mara Provincial Park,1958,"50.6833, -119.0167"
516,Marble Canyon Provincial Park,1956,"50.8667, -121.6667"
517,Marble Range Provincial Park,1995,"51.1333, -122.3667"
518,Marble River Provincial Park,1995,"50.5333, -127.5667"
519,Marl Creek Provincial Park,1961,"51.3333, -116.9667"
520,Martha Creek Provincial Park,1993,"51.3667, -118.9500"
521,Maxhamish Lake Provincial Park and Protected Area,1983,"59.3333, -123.6667"
522,Union Passage Conservancy,2007,"53.5000, -130.5000"
523,McConnell Lake Provincial Park,1996,"50.5833, -120.4167"
524,McDonald Creek Provincial Park,1982,"49.9667, -117.0167"
525,McQueen Creek Ecological Reserve,1982,"50.3167, -120.3500"
526,Megin River Ecological Reserve  ,1981,"49.6333, -126.5833"
527,Mehatl Creek Provincial Park,1997,"50.1667, -122.0000"
528,Memory Island Provincial Park,1945,"48.6333, -123.6333"
529,Meridian Road (Vanderhoof) Ecological Reserve,1977,"53.6667, -123.8667"
530,Meziadin Lake Provincial Park,1987,"56.1167, -129.2833"
531,Milligan Hills Provincial Park,1999,"55.5833, -125.3167"
532,Miracle Beach Provincial Park,1950,"49.8333, -125.1167"
533,Misty Lake Ecological Reserve,1996,"50.6333, -125.2833"
534,Mitlenatch Island Nature Provincial Park,1961,"49.9500, -125.0000"
535,Moberly Lake Provincial Park,1966,"55.7500, -122.4667"
536,ChappleÐCornwall Conservancy,2006,"52.5167, -128.5167"
537,Momich Lakes Provincial Park,1996,"51.6333, -126.3333"
538,Monashee Provincial Park,1962,"50.9333, -118.5333"
539,Monck Provincial Park,1951,"50.2000, -120.6833"
540,Monkman Provincial Park,1981,"54.7000, -121.2833"
541,Montague Harbour Marine Provincial Park,1959,"48.8667, -123.3167"
542,Monte Creek Provincial Park,1996,"50.6667, -119.9167"
543,Monte Lake Provincial Park,1956,"50.5500, -119.9167"
544,Moore/McKenney/Whitmore Islands Ecological Reserve,1971,"52.4500, -128.7000"
545,Moose Valley Provincial Park,1995,"52.6167, -122.5000"
546,Morden Colliery Historic Provincial Park,1972,"49.1333, -123.8667"
547,Morice Lake Provincial Park,2008,"54.1500, -127.5000"
548,Morice River Ecological Reserve,1977,"54.0167, -127.7167"
549,Morrissey Provincial Park,1962,"49.3833, -114.9167"
550,Morton Lake Provincial Park,1966,"50.2000, -125.3333"
551,Mount Assiniboine Provincial ParkÊ,1922,"50.8833, -115.6333"
552,Mount Blanchet Provincial Park,2001,"56.6667, -126.5333"
553,Mount Derby Ecological Reserve,1989,"50.3000, -122.6667"
554,Mount Edziza Provincial Park,1972,"57.7500, -130.6333"
555,Mount Elliott Ecological Reserve,1989,"50.9000, -127.2667"
556,Mount Elphinstone Provincial Park,2000,"49.4333, -123.5333"
557,Mount Erskine Provincial Park,2007,"48.8667, -123.5167"
558,Mount Fernie Provincial Park,1959,"49.5000, -115.0667"
559,Mount Geoffrey Escarpment Provincial Park,2004,"49.5500, -124.9667"
560,Mount Griffin Ecological Reserve,1972,"50.6667, -118.8167"
561,Mount Griffin Provincial Park,2001,"50.6667, -118.8000"
562,Mount Maxwell Ecological Reserve,1972,"48.8167, -123.5167"
563,Mount Maxwell Provincial Park,1938,"48.8167, -123.5167"
564,Mount Minto,2012,"56.2167, -132.3000"
565,Mount Pope Provincial Park,2001,"54.4667, -124.4167"
566,Mount Richardson Provincial Park,1999,"49.4833, -123.6667"
567,Mount Robson Provincial ParkÊ,1913,"53.1000, -119.2333"
568,Mount Sabine Ecological Reserve,1971,"50.8500, -120.2500"
569,Mount Savona Provincial Park,1996,"50.5833, -120.6667"
570,Mount Seymour Provincial Park,1936,"49.3667, -122.9500"
571,Mount Terry Fox Provincial Park,1982,"52.9667, -119.2000"
572,Mount Tinsdale Ecological Reserve,1975,"50.8833, -121.4000"
573,Mount Tuam Ecological Reserve,1971,"48.8167, -123.5167"
574,Mount Tzuhalem Ecological Reserve,1984,"48.7833, -123.6333"
575,Moyie Lake Provincial Park,1959,"49.4500, -115.7500"
576,Mud Lake Delta Provincial Park,1996,"53.9500, -122.7333"
577,Mudzenchoot Provincial Park,2001,"56.2000, -126.3333"
578,Muncho Lake Provincial Park,1957,"58.9278, -125.7675"
579,Brooks Peninsula Provincial Park,1986,"50.0667, -127.5000"
580,Murrin Provincial Park,1962,"49.6167, -123.1833"
581,Muscovite Lakes Provincial Park,2001,"57.0000, -125.0000"
582,Myra-Bellevue Provincial Park,2001,"49.8167, -119.3833"
583,Nadina Mountain Provincial Park,2008,"53.6667, -126.7000"
584,Nahatlatch Provincial Park and Protected Area,1999,"49.9833, -121.6000"
585,Naikoon Provincial Park,1973,"53.8000, -131.8333"
586,Nairn Falls Provincial Park,1966,"50.3167, -122.8000"
587,Nalbeelah Creek Wetlands Provincial Park,2004,"56.2833, -125.1000"
588,Namu Conservancy,2008,"51.8833, -127.9333"
589,Namu Corridor Conservancy,2008,"51.9500, -127.9333"
590,Nancy Greene Provincial Park,1972,"49.2167, -117.7167"
591,Nang Xaldangaas Conservancy,2008,"53.8667, -133.5000"
592,Narcosli Lake Ecological Reserve,1973,"53.1500, -122.7500"
593,Nation Lakes Provincial Park,2004,"55.6833, -125.2167"
594,Nazko Lake Provincial Park,1955,"52.6167, -123.5333"
595,Nechako Canyon Protected Area ,2000,"53.6667, -125.1000"
596,Nechako River Ecological Reserve,1975,"54.1167, -124.3667"
597,Nekite Estuary Conservancy,2007,"51.0000, -127.6667"
598,Nanika-Kidprice Provincial Park,2008,"54.0667, -127.7500"
599,Netalzul Meadows Provincial Park,1999,"55.3000, -126.7167"
600,Nickel Plate Provincial Park,1938,"49.4167, -119.7500"
601,Nicolum River Provincial Park,1956,"49.2833, -121.4667"
602,Nilkitkwa Lake Provincial Park,1999,"55.1667, -127.9833"
603,Nimpkish River Ecological Reserve,1988,"50.4167, -126.9667"
604,Nimpkish Lake Provincial Park,1995,"50.5833, -126.9833"
605,Ningunsaw River Ecological Reserve,1975,"56.3667, -130.0167"
606,Ningunsaw Provincial Park,2001,"56.3333, -130.0000"
607,Niskonlith Lake Provincial Park,1975,"50.7833, -119.6333"
608,Nitinat Lake Ecological Reserve,1974,"48.7000, -124.6167"
609,Nitinat River Provincial Park,1996,"48.7000, -124.6167"
610,Cerise Creek Conservancy,2008,"50.3667, -122.9333"
611,Nooseseck Conservancy,2008,"53.0500, -128.0500"
612,Norbury Lake Provincial Park,1958,"49.5000, -115.5000"
613,North Spit Conservancy,2008,"48.5167, -124.3833"
614,North Thompson Islands Provincial Park,1996,"52.3667, -119.6167"
615,North Thompson Oxbows East Provincial Park,1996,"52.1167, -119.7167"
616,North Thompson Oxbows Jensen Island Provincial Park,1996,"52.1333, -119.7500"
617,North Thompson Oxbows Manteau Provincial Park,1996,"52.0833, -119.8000"
618,North Thompson River Provincial Park,1967,"52.0333, -119.9000"
619,Northern Rocky Mountains Provincial Park,1999,"57.7500, -124.8500"
620,Nuchatlitz Provincial Park,1996,"49.7667, -126.9667"
621,Nuntsi Provincial Park,1995,"51.9167, -124.7000"
622,Oak Bay Islands Ecological Reserve,2001,"48.4333, -123.3000"
623,Octopus Islands Marine Provincial Park,1974,"50.2167, -125.1167"
624,Okanagan Lake Provincial Park,1955,"49.7333, -119.6333"
625,Okanagan Mountain Provincial Park,1973,"49.7500, -119.4500"
626,Okeover Arm Provincial Park,2000,"50.0667, -124.7667"
627,Old Man Lake Provincial Park,2008,"49.2167, -119.5667"
628,Oliver Cove Marine Provincial Park,1992,"52.1500, -128.3000"
629,Omineca Provincial Park and Protected Area,2001,"56.1167, -125.6167"
630,One Island Lake Provincial Park,1963,"55.7667, -120.0167"
631,Oregana Creek Provincial Park,2010,"57.1667, -127.5000"
632,Oregon Jack Provincial Park,1996,"50.6667, -121.3667"
633,Ospika Cones Ecological Reserve,2001,"56.0167, -124.1667"
634,Otter Lake Provincial Park,1963,"49.4333, -120.1833"
635,Outer Central Coast Islands Conservancy,2005,"52.6667, -128.9167"
636,Owikeno Conservancy,2007,"51.5333, -127.8333"
637,Owyacumish River Provincial Park,2004,"52.0000, -127.3333"
638,Pa-aat Conservancy,2008,"50.9000, -127.7667"
639,Paarens Beach Provincial Park,1972,"54.5167, -125.8333"
640,Painted Bluffs Provincial Park,1996,"50.9333, -121.5167"
641,Estero Basin Conservancy,2007,"50.5500, -127.9167"
642,Parker Lake Ecological Reserve,1973,"55.0833, -127.9333"
643,Patsuk Creek Ecological Reserve,1978,"57.2167, -123.9667"
644,Patterson Lake Provincial Park,2013,"49.5167, -118.4500"
645,Paul Lake Provincial Park,1961,"50.7500, -120.1167"
646,Peace Arch Provincial Park,1939,"49.0000, -122.7500"
647,Peace River Corridor Provincial Park,2000,"56.1500, -121.1000"
648,Pennask Creek Provincial Park,2001,"49.9667, -120.0500"
649,Pennask Lake Provincial Park,1974,"49.9667, -120.0833"
650,Penrose Island Marine Provincial Park,1992,"52.2333, -128.3667"
651,Penrose-Ripon Conservancy,2007,"52.3500, -128.4833"
652,Petroglyph Provincial Park,1948,"49.1500, -123.9500"
653,Pillar Provincial Park,2004,"52.2167, -128.4000"
654,Pilot Bay Provincial Park,1964,"49.7167, -116.8667"
655,Pine Le Moray Provincial Park,2000,"55.3333, -121.5667"
656,Pinecone Burke Provincial Park,1995,"49.4667, -122.6333"
657,Pink Mountain Provincial Park,1999,"57.0167, -122.6167"
658,Pine River Breaks Provincial Park,2000,"55.7167, -121.5333"
659,Pinnacles Provincial Park,1969,"52.9667, -122.5000"
660,Pirates Cove Marine Provincial Park,1968,"49.0167, -123.7167"
661,Pitman River Protected Area,2001,"57.0000, -127.1667"
662,Pitt Polder Ecological Reserve,1980,"49.3667, -122.6833"
663,Plumper Cove Marine Provincial Park,1960,"49.4500, -123.4833"
664,Polkinghorne Islands Conservancy,2009,"52.5667, -129.1000"
665,Pooley Island Conservancy,2006,"52.6667, -128.4667"
666,Porcupine Meadows Provincial Park,1996,"51.2833, -120.4333"
667,Porpoise Bay Provincial Park,1971,"49.5000, -123.7167"
668,Portage Brule Rapids Ecological Reserve and Protected Area,2000,"58.0000, -123.7500"
669,Porteau Cove Provincial Park,1981,"49.5833, -123.2333"
670,Port Arthur Conservancy,2008,"53.0000, -129.2167"
671,Hisnit River Watershed Protected Area,2011,"50.3000, -127.3500"
672,Premier Lake Provincial Park,1940,"49.8667, -115.5333"
673,Princess Louisa Marine Provincial Park,1965,"50.2000, -123.8333"
674,Pritchard Provincial Park,1997,"50.6167, -119.6000"
675,Prophet River Hotsprings Provincial Park,1999,"58.1333, -124.7500"
676,Prophet River Wayside Provincial Park,1977,"57.5667, -122.7667"
677,Prudhomme Lake Provincial Park,1964,"54.2333, -130.1333"
678,Ptarmigan Creek Provincial Park and Protected Area,2000,"59.0000, -126.8333"
679,Pukeashun Provincial Park,2001,"50.8667, -119.7833"
680,Puntchesakut Lake Provincial Park,1980,"53.2000, -123.0833"
681,Punti Island Provincial Park,2013,"52.6000, -128.9833"
682,Purcell Wilderness Conservancy Provincial Park and Protected Area,1974,"50.7667, -116.2000"
683,Purden Lake Provincial Park,1971,"53.9167, -122.0667"
684,Pure Lake Provincial Park,1981,"54.0000, -132.0000"
685,Pyramid Creek Falls Provincial Park,1996,"52.9000, -119.0000"
686,Aaltanhash Conservancy,2006,"52.2667, -128.0167"
687,Quatsino Provincial Park,1995,"50.4833, -127.6167"
688,Gillard-Jimmy Judd Island Conservancy,2007,"53.2000, -132.0167"
689,Quesnel Lake Provincial Park,2013,"52.6667, -121.6667"
690,Upper Birkenhead Conservancy,2008,"50.4667, -123.3000"
691,Qwiquallaaq/Boat Bay Conservancy,2007,"50.6833, -126.6167"
692,Race Rocks Ecological Reserve,1980,"48.3000, -123.5333"
693,Raft Cove Provincial Park,1990,"50.6167, -128.0000"
694,Rainbow Alley Provincial Park,1999,"56.0333, -127.9500"
695,Rainbow Provincial Park,2013,"52.2000, -120.0667"
696,Ram Creek Ecological Reserve,1971,"50.0333, -115.4667"
697,Raspberry Harbour Ecological Reserve,1978,"54.1333, -132.6167"
698,Rathtrevor Beach Provincial ParkÊ ,1967,"49.3194, -124.2947"
699,Read Island Provincial Park,1996,"50.2333, -125.1167"
700,Rearguard Falls Provincial Park,1991,"52.9833, -119.4333"
701,Rebecca Spit Marine Provincial Park,1959,"50.1167, -125.2000"
702,Red Bluff Provincial Park,1978,"53.0667, -122.5000"
703,Redbrush Provincial Park,2013,"53.7500, -122.0000"
704,Redfern-Keily Provincial Park,1999,"57.3333, -124.5000"
705,Rendezvous Island South Provincial Park,1997,"50.1833, -125.1333"
706,Rescue Bay Conservancy,2007,"52.3000, -128.3333"
707,Restoration Bay Conservancy,2008,"52.2667, -128.2667"
708,Roberts Creek Provincial Park,1947,"49.4167, -123.6167"
709,Roberts Memorial Provincial Park,1980,"49.1167, -123.8167"
710,Robson Bight (Michael Bigg) Ecological Reserve,1982,"50.5167, -126.6167"
711,Roche Lake Provincial Park,1996,"50.5000, -120.1167"
712,Rock Bay Marine Provincial Park,1995,"50.2167, -125.6667"
713,Rolla Canyon Ecological Reserve,2000,"55.8667, -120.1167"
714,Rolley Lake Provincial Park,1961,"49.2167, -122.4000"
715,Roscoe Bay Provincial Park,1989,"50.1333, -124.8167"
716,Rose Islets Ecological Reserve,1971,"53.1000, -131.9500"
717,Rose Spit Ecological Reserve,1971,"54.0167, -131.8333"
718,Rosebery Provincial Park,1959,"50.0000, -117.3667"
719,Rosewall Creek Provincial Park,1956,"49.4500, -124.7333"
720,Ross Lake Ecological Reserve,1971,"49.2500, -121.5833"
721,Ross Lake Provincial Park,1974,"54.4500, -126.9333"
722,Rubyrock Lake Provincial Park,2001,"54.2500, -126.0000"
723,Ruckle Provincial Park,1974,"48.7833, -123.3500"
724,Rugged Point Marine Provincial Park,1989,"50.0000, -127.6667"
725,Ruth Lake Provincial Park,1959,"51.9333, -121.8333"
726,Ryan Provincial Park,1959,"53.2000, -121.8000"
727,Sabine Channel Provincial Park,2001,"49.5167, -124.2000"
728,Saltery Bay Provincial Park,1962,"49.8000, -124.2000"
729,San Juan Ridge Ecological Reserve,1977,"48.5833, -124.0000"
730,San Juan River Ecological Reserve,1996,"48.6167, -124.3167"
731,Sanctuary Bay Conservancy,2008,"53.6000, -129.7667"
732,Sand Point Conservancy,2008,"53.1500, -129.5833"
733,Sandwell Provincial Park,1988,"49.2000, -123.8000"
734,Santa Gertrudis-Boca del Infierno Provincial Park,1996,"50.4167, -127.3333"
735,Sargeant Bay Provincial Park,1990,"49.5000, -123.7667"
736,Sartine Island Ecological Reserve,1971,"50.7833, -128.4333"
737,Sasquatch Provincial Park,1968,"49.4167, -121.6500"
738,Satellite Channel Ecological Reserve,1975,"48.7000, -123.5167"
739,Indian Arm Park,1995,"49.4333, -122.9333"
740,Newcastle Island Marine Park,1961,"49.1833, -123.9333"
741,Scatter River Old Growth Provincial Park,1999,"57.2167, -130.0000"
742,Schoen Lake Provincial Park,1977,"50.3667, -126.0833"
743,Schoolhouse Lake Provincial Park,1995,"50.6167, -127.5667"
744,Sechelt Inlets Marine Provincial Park,1980,"49.6167, -123.8500"
745,Seeley Lake Provincial Park,1956,"50.4333, -122.4500"
746,Seton Portage Historic Provincial Park,1972,"50.6333, -122.3833"
747,Seven Sisters Provincial Park and Protected Area,2000,"54.3833, -127.7500"
748,Shannon Falls Provincial Park,1984,"49.6833, -123.1556"
749,Shearwater Hot Springs Conservancy,2007,"53.4000, -128.2000"
750,Sheemahant Conservancy,2007,"51.5833, -127.6667"
751,Shuswap Lake Provincial Park,1956,"50.9167, -119.4333"
752,Shuswap Lake Marine Provincial Park,1980,"50.9667, -119.5000"
753,Shuswap River Islands Provincial Park,2004,"50.5333, -119.1167"
754,Sikanni Chief Canyon Provincial Park,2001,"57.0000, -122.0000"
755,Sikanni Chief Falls Protected Area,2006,"57.1667, -122.2167"
756,Sikanni Chief River Ecological Reserve,1973,"57.1167, -122.0500"
757,Sikanni Old Growth Provincial Park,1999,"57.0833, -122.1333"
758,Silver Beach Provincial Park,1969,"50.7500, -119.2667"
759,Silver Lake Provincial Park,1964,"49.6333, -122.4167"
760,Silver Star Provincial Park,1940,"50.3667, -119.0500"
761,Simpson Lake East Conservancy,2007,"52.8333, -128.3667"
762,Simson Provincial Park,1986,"49.4500, -123.2167"
763,Sir Alexander Mackenzie Provincial Park,1926,"52.3500, -128.4000"
764,Six Mile Hill Protected Area,2001,"50.5167, -120.3167"
765,Skagit River Cottonwoods Ecological Reserve,1978,"49.0833, -121.0667"
766,Skagit River Forest Ecological Reserve,1971,"49.1167, -121.2000"
767,Skagit River Rhododendrons Ecological Reserve,1981,"49.1000, -121.1833"
768,Skagit Valley Provincial Park,1973,"49.0833, -121.1667"
769,Skaha Bluffs Provincial Park,2009,"49.4000, -119.5500"
770,Skeena Bank Conservancy,2008,"54.2000, -130.2833"
771,Skeena River Ecological Reserve,1975,"54.3333, -129.7167"
772,Skihist Ecological Reserve,1978,"50.8167, -121.4667"
773,Skihist Provincial Park,1956,"50.8333, -121.4667"
774,Skookumchuk Narrows Provincial Park,1957,"49.7667, -123.9667"
775,Skookumchuk Rapids Provincial Park,2004,"51.5667, -127.6000"
776,Skwaha Lake Ecological Reserve,1978,"51.0833, -122.1333"
777,Sleeping Beauty Mountain Provincial Park,2004,"52.0000, -128.0500"
778,Slim Creek Provincial Park,2000,"53.3333, -121.0833"
779,Small Inlet Marine Provincial Park,1996,"50.3667, -125.1667"
780,Small River Caves Provincial Park,2000,"52.0667, -119.8667"
781,Smelt Bay Provincial Park,1973,"50.0500, -124.9500"
782,Smithers Island Conservancy,2007,"53.6167, -129.4500"
783,Smith River Ecological Reserve,1977,"58.4667, -125.7833"
784,Smith River FallsÐFort Halkett Provincial Park,2001,"58.3333, -125.7500"
785,Smuggler Cove Marine Provincial Park,1971,"49.4833, -123.9667"
786,Snowy Protected Area,2001,"49.7500, -120.1667"
787,Soap Lake Ecological Reserve,1971,"50.5833, -121.1333"
788,Solander Island Ecological Reserve,1971,"50.1333, -127.9000"
789,Sooke Mountain Provincial Park,1928,"48.3667, -123.7000"
790,Sooke Potholes Provincial Park,1972,"48.4400, -123.7167"
791,South Chilcotin Mountains Provincial Park,2001,"50.8333, -123.5000"
792,South Texada Island Provincial Park,1997,"49.5667, -124.2000"
793,Sowchea Bay Provincial Park,1989,"54.2000, -124.3000"
794,Spatsizi Headwaters Provincial Park,2001,"57.4167, -129.9167"
795,Spatsizi Plateau Wilderness Provincial Park,1975,"57.5000, -129.9167"
796,Spectacle Lake Provincial Park,1963,"48.5167, -123.5333"
797,Spider Lake Provincial ParkÊ ,1981,"49.2833, -124.6167"
798,Spipiyus Provincial Park,1999,"49.5833, -123.6167"
799,Sproat Lake Provincial Park,1966,"49.3167, -124.8667"
800,Squitty Bay Provincial Park,1988,"49.4500, -124.2833"
801,Stagleap Provincial Park,1964,"49.1167, -117.1167"
802,Stair Creek Conservancy,2007,"51.7000, -128.6000"
803,Stamp River Provincial Park,1997,"49.3333, -124.9000"
804,Stawamus Chief Provincial Park,1997,"49.6828, -123.1458"
805,Steelhead Provincial Park,1993,"50.1833, -120.3000"
806,Stemwinder Provincial Park,1956,"49.3833, -120.0500"
807,Stikine River Provincial Park,2001,"57.4500, -131.8333"
808,Stone Mountain Provincial Park,1957,"58.6000, -124.6667"
809,Stoyoma Creek Ecological Reserve,1990,"50.0333, -121.2667"
810,Strathcona Provincial Park,1911,"49.5833, -125.6167"
811,Strathcona-Westmin Provincial Park,1989,"49.5667, -125.6167"
812,Stuart Lake and Stuart Lake Marine Provincial Park,1971,"54.5000, -124.5000"
813,Stuart River Provincial Park,1999,"54.2167, -124.0000"
814,Sue Channel Provincial Park,2004,"53.0167, -128.3667"
815,Sugarbowl-Grizzly Den Provincial Park and Protected Area,2000,"53.8833, -121.9000"
816,Sukunka Falls Provincial Park,1981,"55.3667, -121.4167"
817,Sulphur Passage Provincial ParkÊ ,1995,"49.7167, -126.7667"
818,Summit Lake Provincial Park,1964,"53.8833, -123.9333"
819,Sunbeam Creek Ecological Reserve,1972,"50.7833, -119.7833"
820,Sun-Oka Beach Provincial Park,1969,"49.4333, -119.6167"
821,Surge Narrows Provincial Park,1996,"50.2833, -125.1667"
822,Sustut Provincial Park and Protected Area,2001,"56.0000, -127.6667"
823,Sutherland River Provincial Park and Protected Area,2001,"54.2500, -125.1667"
824,Sutton Pass Ecological Reserve,1978,"49.3167, -125.3667"
825,Swan Creek Protected Area,2005,"54.1500, -124.8667"
826,Swan Lake Provincial Park,1936,"54.1000, -125.2833"
827,Haynes Point,1939,"49.0167, -119.4333"
828,Chilliwack Lake Provincial Park,1973,"49.0333, -121.3333"
829,Sydney Inlet Provincial ParkÊ ,1995,"49.3667, -126.1500"
830,Syringa Provincial Park,1968,"49.3500, -117.7667"
831,Tacheeda Lakes Ecological Reserve,1972,"54.2333, -122.3667"
832,Tahsish-Kwois Provincial Park,1995,"50.1500, -127.6667"
833,Tahsish River Ecological Reserve,1998,"50.1000, -127.6000"
834,Takla Lake Ecological Reserve,1972,"55.2667, -125.3333"
835,Takla Lake Marine Provincial Park,1993,"55.5000, -125.0667"
836,Tantalus Provincial Park,1998,"50.1000, -123.3500"
837,Tarahne Provincial Park,1974,"59.5667, -127.1833"
838,Tatlatui Provincial Park,1973,"56.7167, -128.6500"
839,Tatshenshini-Alsek Provincial ParkÊ,1993,"59.5000, -137.0000"
840,Taweel Provincial Park,1996,"52.0500, -120.0333"
841,Taylor Arm Provincial Park,1979,"49.2833, -125.0833"
842,Taylor Landing Provincial Park,1978,"56.1667, -120.6667"
843,Teakerne Arm Provincial Park,1989,"50.1500, -124.8500"
844,Ten Mile Lake Provincial Park,1962,"52.9667, -122.5000"
845,Ten Mile Point Ecological Reserve,1975,"48.4500, -123.2667"
846,Tetrahedron Provincial Park,1995,"49.5667, -123.6333"
847,Thinahtea Protected Area,2001,"59.0667, -126.8833"
848,Thorsen Creek Conservancy,2008,"52.4667, -127.8833"
849,Three Sisters Lake Provincial Park,2000,"56.1167, -124.9833"
